No,Date,Username,Tweet
135,2021-11-01T23:07:22.000Z,"Ms No-Nukes-in-Aus
@kymmytha
·
Nov 2, 2021","Yes! Australians used to never leave the country for less than a month, and Long Service Leave developed because the trip was valued to that extent. Then flights became ridiculously cheap some time around the ‘00s & places like Bali became trashed by ppl on boozey weekends :("
136,2021-11-01T23:03:44.000Z,"Karina LoveLace
@LovelaceKarina
·
Nov 2, 2021","of course )
this photo was taken in Bali, I was inspired by Japanese films and anime) this photo is also the cover of my new lingerie collection

for this shoot, I spent 4 hours underwater and got oxygen deprivation.  but it was worth it"
137,2021-11-01T21:07:41.000Z,"Barrington
@barringtonlee
·
Nov 2, 2021",GasLamp is super walkable and close to the convention center. Tons of restaurants. Can’t recommend the Omni downtown- it’s pretty dated. Bali Hai is an experience. Coronado Island is worth an Uber across the bridge.
138,2021-11-01T21:06:54.000Z,"Debbie
@DebKat999
·
Nov 2, 2021",It's long been one of my travel dreams to go to Bali! 
139,2021-11-01T23:03:44.000Z,"Karina LoveLace
@LovelaceKarina
·
Nov 2, 2021","of course )
this photo was taken in Bali, I was inspired by Japanese films and anime) this photo is also the cover of my new lingerie collection

for this shoot, I spent 4 hours underwater and got oxygen deprivation.  but it was worth it"
140,2021-11-01T21:07:41.000Z,"Barrington
@barringtonlee
·
Nov 2, 2021",GasLamp is super walkable and close to the convention center. Tons of restaurants. Can’t recommend the Omni downtown- it’s pretty dated. Bali Hai is an experience. Coronado Island is worth an Uber across the bridge.
141,2021-11-01T21:06:54.000Z,"Debbie
@DebKat999
·
Nov 2, 2021",It's long been one of my travel dreams to go to Bali! 
142,2021-11-01T20:57:25.000Z,"Mister 19.03
@PeterOzzy
·
Nov 2, 2021",Lmao! Who is Obioma??? Dapo don’t worry now… your suit will be so tight that you won’t be able to dance that day. Watch me.
143,2021-11-01T20:39:33.000Z,"Miranda Duncan (Wayan Roshni Rose)
@minderellasf
·
Nov 2, 2021","Thanks. FYI: I think it’s funny that near where I live by the beach in Bali, there’s some sort of pizza cafe ad poster series that’s aligned with the imagery here (little man with a crown, also design and color palate similar overtly). What a cool & weird little planet, man."
144,2021-11-01T19:19:29.000Z,"Mat
@matmills73
·
Nov 2, 2021","A trip from hell is when you lose your passport or get Bali belly or have the kids playing up on the plane, not when you end up being arrested for groping a woman and then beating up her friend who tried to defend her."
145,2021-11-01T18:32:00.000Z,"tripnusapenidabali
@tripnusapenida_
·
Nov 2, 2021",Trip Nusa Penida Bali Best Offers Private Day Tours to Nusa Penida Island  #nusapenidatrip #nusapenida #tripnusapenidabali
146,2021-11-01T15:56:30.000Z,"sandy
@hyflle
·
Nov 1, 2021","i think kemaren mending take study di bali ,so i can do beach party or go to beach club ,that would gimme color to my life,and skrng malah ended up in semarang"
147,2021-11-01T15:21:46.000Z,"stink
@IovIiet
·
Nov 1, 2021",people in bali need to stop making beach club wth
148,2021-11-01T14:55:11.000Z,"Paket tour bali
@balitiratour
·
Nov 1, 2021","Paket tour bali group, family dan couple, paket tour lombok group, family dan couple, paket meeting bali, paket team building di bal ##bali"
149,2021-11-01T14:30:14.000Z,"SrimadBhagavatam
@premikandasa
·
Nov 1, 2021","11.16.35
Among those dedicated to brahminical culture I am Bali Mahārāja, the son of Virocana, and I am Arjuna among heroes. Indeed, I am the creation, maintenance and annihilation of all living entities."
150,2021-11-01T12:25:56.000Z,"Alan
@ziomboy
·
Nov 1, 2021",I'll book a ticket to Indonesia right away.  Nice Bali on the beach and Novavax
151,2021-11-01T12:25:31.000Z,"Alan
@ziomboy
·
Nov 1, 2021",I'll book a ticket to Indonesia right away.  Nice Bali on the beach and Novavax
152,2021-11-01T11:09:07.000Z,"nafri
@Irfanfadhillahp
·
Nov 1, 2021","Bm sunset vibes double six beach, Bali"
153,2021-11-01T10:44:14.000Z,"DΞNYS BLACK
@denysblack_
·
Nov 1, 2021","(4/6) After living and exploring Australia for last 7 years, I developed a passion for travel photography which led me to many corners of the earth; from the rice terraces of Bali to the greatest cathedrals of Moscow in Russia and everything in between"
154,2021-11-01T10:32:46.000Z,"Mr. Fadz Wirawan
@FadzWirawan
·
Nov 1, 2021",I admired how Indonesia preserved the culture. I had a great time explored Bali 
155,2021-11-01T09:48:27.000Z,"Nada Al Ghowainim (Leela)
@THESAUDIDIVA
·
Nov 1, 2021","Yes, planning an extended Bali trip for next year - starting October "
156,2021-11-01T09:41:40.000Z,"-skyyuu-
@skyy_youu
·
Nov 1, 2021",I played a lot last month. Take my vacation at Bali for 10 days also go camping with friends so this month have to be more productive. November please be nice 
157,2021-11-01T09:05:05.000Z,"Bessie
@bessie_bunter
·
Nov 1, 2021",Ohhhh thank you . It looks really beautiful. One day I’ll come and see you. For sure. . What are the dimension of Bali? How long and how wide is your island?
158,2021-11-01T08:24:44.000Z,"Patricia
@PBSK85
·
Nov 1, 2021",Enjoy your trip to Bali 
159,2021-11-01T08:19:04.000Z,"barney61
@barneysav
·
Nov 1, 2021","That doesn’t look like a nice British beach, are you still on your honeymoon? Where did you go to? Bali was calling you I recall! Love & hugs "
160,2021-11-01T08:14:48.000Z,"KHS
@hobbitbali
·
Nov 1, 2021","@muratpak
 - Bali (haiku)

island of the gods
decorated with puras
where all are sacred

mesmerizing dance
melodious gamelan
all in harmony

terraced paddy fields
mystic mountains, white beaches
all are breathtaking

a place for healing,
daydreaming, meditating
all in one island"
161,2021-11-01T08:14:48.000Z,"KHS
@hobbitbali
·
Nov 1, 2021","@muratpak
 - Bali (haiku)

island of the gods
decorated with puras
where all are sacred

mesmerizing dance
melodious gamelan
all in harmony

terraced paddy fields
mystic mountains, white beaches
all are breathtaking

a place for healing,
daydreaming, meditating
all in one island"
162,2021-11-01T04:48:28.000Z,"TiBA
@Tibalism
·
Nov 1, 2021",I'm in Bali now. I like traveling to Thailand to eat some of the beach papaya salad in the world.
163,2021-11-01T04:28:13.000Z,"Sunny
@Sunnyydday
·
Nov 1, 2021",Aaron/soh wooi yik now rank no. 10 for world tour. They need to go atleast SF at Indonesia open to qualify WTF 2021 (Race to Bali). Sayang dorang tak join hylo open utk collect point
164,2021-11-01T03:58:01.000Z,"Luammdie
@luammdie
·
Nov 1, 2021","I want go to beach Bali ,indonesia"
165,2021-11-01T03:54:50.000Z,"KieHikki
@Hikkiee
·
Nov 1, 2021","if we can choose  i just want them focus to something they didn get yet like  world champion / kejurdun than world tour final [ they got alot superseries title too ]

the schedule between WTF in bali and WBC in erope quite tight !!! 

tp mrk bil kita tuan rumah [ so what? LOL ]"
166,2021-11-01T03:46:21.000Z,"Bali_chris
@Bali_chris
·
Nov 1, 2021",Beach is very clean now
167,2021-11-01T02:45:40.000Z,"gayatri
@persephoneio
·
Nov 1, 2021","no cuz i bought nearly every lotion out there yg mild (duh ofc) and nothing can beat aveeno......the daily lotion one is super suitable for everyday use since its not oily, the skin relief one makes my skin glowing like i just got a tan from bali beach and its good for eczema too"
168,2021-11-01T02:23:47.000Z,"Nuice Media
@nuicemedia
·
Nov 1, 2021",Two men from Ukraine and Russia were deported from Bali this past weekend after arriving from Lombok in March with fake PCR papers made to look like they were issued by a Bali hospital. The dates on the papers didn’t match their trip 
169,2021-11-01T01:58:42.000Z,"bima
@Bimathehuman
·
Nov 1, 2021",How good would a trip to bali be rn
170,2021-11-01T01:55:11.000Z,"Paket tour bali
@balitiratour
·
Nov 1, 2021","Paket tour bali group, family dan couple, paket tour lombok group, family dan couple, paket meeting bali, paket team building di bal ##bali"
171,2021-11-01T08:14:48.000Z,"KHS
@hobbitbali
·
Nov 1, 2021","@muratpak
 - Bali (haiku)

island of the gods
decorated with puras
where all are sacred

mesmerizing dance
melodious gamelan
all in harmony

terraced paddy fields
mystic mountains, white beaches
all are breathtaking

a place for healing,
daydreaming, meditating
all in one island"
172,2021-11-01T04:48:28.000Z,"TiBA
@Tibalism
·
Nov 1, 2021",I'm in Bali now. I like traveling to Thailand to eat some of the beach papaya salad in the world.
173,2021-11-01T04:28:13.000Z,"Sunny
@Sunnyydday
·
Nov 1, 2021",Aaron/soh wooi yik now rank no. 10 for world tour. They need to go atleast SF at Indonesia open to qualify WTF 2021 (Race to Bali). Sayang dorang tak join hylo open utk collect point
174,2021-11-01T03:58:01.000Z,"Luammdie
@luammdie
·
Nov 1, 2021","I want go to beach Bali ,indonesia"
175,2021-11-01T03:54:50.000Z,"KieHikki
@Hikkiee
·
Nov 1, 2021","if we can choose  i just want them focus to something they didn get yet like  world champion / kejurdun than world tour final [ they got alot superseries title too ]

the schedule between WTF in bali and WBC in erope quite tight !!! 

tp mrk bil kita tuan rumah [ so what? LOL ]"
176,2021-11-01T03:46:21.000Z,"Bali_chris
@Bali_chris
·
Nov 1, 2021",Beach is very clean now
177,2021-11-01T02:45:40.000Z,"gayatri
@persephoneio
·
Nov 1, 2021","no cuz i bought nearly every lotion out there yg mild (duh ofc) and nothing can beat aveeno......the daily lotion one is super suitable for everyday use since its not oily, the skin relief one makes my skin glowing like i just got a tan from bali beach and its good for eczema too"
178,2021-11-01T02:23:47.000Z,"Nuice Media
@nuicemedia
·
Nov 1, 2021",Two men from Ukraine and Russia were deported from Bali this past weekend after arriving from Lombok in March with fake PCR papers made to look like they were issued by a Bali hospital. The dates on the papers didn’t match their trip 
179,2021-11-01T01:58:42.000Z,"bima
@Bimathehuman
·
Nov 1, 2021",How good would a trip to bali be rn
180,2021-11-01T01:55:11.000Z,"Paket tour bali
@balitiratour
·
Nov 1, 2021","Paket tour bali group, family dan couple, paket tour lombok group, family dan couple, paket meeting bali, paket team building di bal ##bali"
